"raceId","year","round","circuitId","GPname","date","startTime","circuitRef","circuitName","location","country","lat","lng","alt","continent"
1,2009,1,1,"Australian Grand Prix","2009-03-29","06:00:00","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
2,2009,2,2,"Malaysian Grand Prix","2009-04-05","09:00:00","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
3,2009,3,17,"Chinese Grand Prix","2009-04-19","07:00:00","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,5,"Asia"
4,2009,4,3,"Bahrain Grand Prix","2009-04-26","12:00:00","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,7,"Asia"
5,2009,5,4,"Spanish Grand Prix","2009-05-10","12:00:00","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
6,2009,6,6,"Monaco Grand Prix","2009-05-24","12:00:00","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
7,2009,7,5,"Turkish Grand Prix","2009-06-07","12:00:00","istanbul","Istanbul Park","Istanbul","Turkey",40.9517,29.405,130,"Asia"
8,2009,8,9,"British Grand Prix","2009-06-21","12:00:00","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
9,2009,9,20,"German Grand Prix","2009-07-12","12:00:00","nurburgring","Nürburgring","Nürburg","Germany",50.3356,6.9475,578,"Europe"
10,2009,10,11,"Hungarian Grand Prix","2009-07-26","12:00:00","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
11,2009,11,12,"European Grand Prix","2009-08-23","12:00:00","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,4,"Europe"
12,2009,12,13,"Belgian Grand Prix","2009-08-30","12:00:00","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,401,"Europe"
13,2009,13,14,"Italian Grand Prix","2009-09-13","12:00:00","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
14,2009,14,15,"Singapore Grand Prix","2009-09-27","12:00:00","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,18,"Asia"
15,2009,15,22,"Japanese Grand Prix","2009-10-04","05:00:00","suzuka","Suzuka Circuit","Suzuka","Japan",34.8431,136.541,45,"Asia"
16,2009,16,18,"Brazilian Grand Prix","2009-10-18","16:00:00","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
17,2009,17,24,"Abu Dhabi Grand Prix","2009-11-01","11:00:00","yas_marina","Yas Marina Circuit","Abu Dhabi","UAE",24.4672,54.6031,3,"Asia"
18,2008,1,1,"Australian Grand Prix","2008-03-16","04:30:00","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
19,2008,2,2,"Malaysian Grand Prix","2008-03-23","07:00:00","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
20,2008,3,3,"Bahrain Grand Prix","2008-04-06","11:30:00","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,7,"Asia"
21,2008,4,4,"Spanish Grand Prix","2008-04-27","12:00:00","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
22,2008,5,5,"Turkish Grand Prix","2008-05-11","12:00:00","istanbul","Istanbul Park","Istanbul","Turkey",40.9517,29.405,130,"Asia"
23,2008,6,6,"Monaco Grand Prix","2008-05-25","12:00:00","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
24,2008,7,7,"Canadian Grand Prix","2008-06-08","17:00:00","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
25,2008,8,8,"French Grand Prix","2008-06-22","12:00:00","magny_cours","Circuit de Nevers Magny-Cours","Magny Cours","France",46.8642,3.16361,228,"Europe"
26,2008,9,9,"British Grand Prix","2008-07-06","12:00:00","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
27,2008,10,10,"German Grand Prix","2008-07-20","12:00:00","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,103,"Europe"
28,2008,11,11,"Hungarian Grand Prix","2008-08-03","12:00:00","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
29,2008,12,12,"European Grand Prix","2008-08-24","12:00:00","valencia","Valencia Street Circuit","Valencia","Spain",39.4589,-0.331667,4,"Europe"
30,2008,13,13,"Belgian Grand Prix","2008-09-07","12:00:00","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,401,"Europe"
31,2008,14,14,"Italian Grand Prix","2008-09-14","12:00:00","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
32,2008,15,15,"Singapore Grand Prix","2008-09-28","12:00:00","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,18,"Asia"
33,2008,16,16,"Japanese Grand Prix","2008-10-12","04:30:00","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,583,"Asia"
34,2008,17,17,"Chinese Grand Prix","2008-10-19","07:00:00","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,5,"Asia"
35,2008,18,18,"Brazilian Grand Prix","2008-11-02","17:00:00","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
36,2007,1,1,"Australian Grand Prix","2007-03-18","03:00:00","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
37,2007,2,2,"Malaysian Grand Prix","2007-04-08","07:00:00","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
38,2007,3,3,"Bahrain Grand Prix","2007-04-15","11:30:00","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,7,"Asia"
39,2007,4,4,"Spanish Grand Prix","2007-05-13","12:00:00","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
40,2007,5,6,"Monaco Grand Prix","2007-05-27","12:00:00","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
41,2007,6,7,"Canadian Grand Prix","2007-06-10","17:00:00","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
42,2007,7,19,"United States Grand Prix","2007-06-17","17:00:00","indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",39.795,-86.2347,223,"North America"
43,2007,8,8,"French Grand Prix","2007-07-01","12:00:00","magny_cours","Circuit de Nevers Magny-Cours","Magny Cours","France",46.8642,3.16361,228,"Europe"
44,2007,9,9,"British Grand Prix","2007-07-08","12:00:00","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
45,2007,10,20,"European Grand Prix","2007-07-22","12:00:00","nurburgring","Nürburgring","Nürburg","Germany",50.3356,6.9475,578,"Europe"
46,2007,11,11,"Hungarian Grand Prix","2007-08-05","12:00:00","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
47,2007,12,5,"Turkish Grand Prix","2007-08-26","12:00:00","istanbul","Istanbul Park","Istanbul","Turkey",40.9517,29.405,130,"Asia"
48,2007,13,14,"Italian Grand Prix","2007-09-09","12:00:00","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
49,2007,14,13,"Belgian Grand Prix","2007-09-16","12:00:00","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,401,"Europe"
50,2007,15,16,"Japanese Grand Prix","2007-09-30","04:30:00","fuji","Fuji Speedway","Oyama","Japan",35.3717,138.927,583,"Asia"
51,2007,16,17,"Chinese Grand Prix","2007-10-07","06:00:00","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,5,"Asia"
52,2007,17,18,"Brazilian Grand Prix","2007-10-21","16:00:00","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
53,2006,1,3,"Bahrain Grand Prix","2006-03-12","14:30:00","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,7,"Asia"
54,2006,2,2,"Malaysian Grand Prix","2006-03-19","15:00:00","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
55,2006,3,1,"Australian Grand Prix","2006-04-02","14:00:00","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
56,2006,4,21,"San Marino Grand Prix","2006-04-23","14:00:00","imola","Autodromo Enzo e Dino Ferrari","Imola","Italy",44.3439,11.7167,37,"Europe"
57,2006,5,20,"European Grand Prix","2006-05-07","14:00:00","nurburgring","Nürburgring","Nürburg","Germany",50.3356,6.9475,578,"Europe"
58,2006,6,4,"Spanish Grand Prix","2006-05-14","14:00:00","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
59,2006,7,6,"Monaco Grand Prix","2006-05-28","14:00:00","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
60,2006,8,9,"British Grand Prix","2006-06-11","12:00:00","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
61,2006,9,7,"Canadian Grand Prix","2006-06-25","13:00:00","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
62,2006,10,19,"United States Grand Prix","2006-07-02","14:00:00","indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",39.795,-86.2347,223,"North America"
63,2006,11,8,"French Grand Prix","2006-07-16","14:00:00","magny_cours","Circuit de Nevers Magny-Cours","Magny Cours","France",46.8642,3.16361,228,"Europe"
64,2006,12,10,"German Grand Prix","2006-07-30","14:00:00","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,103,"Europe"
65,2006,13,11,"Hungarian Grand Prix","2006-08-06","14:00:00","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
66,2006,14,5,"Turkish Grand Prix","2006-08-27","15:00:00","istanbul","Istanbul Park","Istanbul","Turkey",40.9517,29.405,130,"Asia"
67,2006,15,14,"Italian Grand Prix","2006-09-10","14:00:00","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
68,2006,16,17,"Chinese Grand Prix","2006-10-01","14:00:00","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,5,"Asia"
69,2006,17,22,"Japanese Grand Prix","2006-10-08","14:00:00","suzuka","Suzuka Circuit","Suzuka","Japan",34.8431,136.541,45,"Asia"
70,2006,18,18,"Brazilian Grand Prix","2006-10-22","14:00:00","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
71,2005,1,1,"Australian Grand Prix","2005-03-06","14:00:00","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
72,2005,2,2,"Malaysian Grand Prix","2005-03-20","15:00:00","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
73,2005,3,3,"Bahrain Grand Prix","2005-04-03","14:30:00","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,7,"Asia"
74,2005,4,21,"San Marino Grand Prix","2005-04-24","14:00:00","imola","Autodromo Enzo e Dino Ferrari","Imola","Italy",44.3439,11.7167,37,"Europe"
75,2005,5,4,"Spanish Grand Prix","2005-05-08","14:00:00","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
76,2005,6,6,"Monaco Grand Prix","2005-05-22","14:00:00","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
77,2005,7,20,"European Grand Prix","2005-05-29","14:00:00","nurburgring","Nürburgring","Nürburg","Germany",50.3356,6.9475,578,"Europe"
78,2005,8,7,"Canadian Grand Prix","2005-06-12","13:00:00","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
79,2005,9,19,"United States Grand Prix","2005-06-19","14:00:00","indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",39.795,-86.2347,223,"North America"
80,2005,10,8,"French Grand Prix","2005-07-03","14:00:00","magny_cours","Circuit de Nevers Magny-Cours","Magny Cours","France",46.8642,3.16361,228,"Europe"
81,2005,11,9,"British Grand Prix","2005-07-10","14:00:00","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
82,2005,12,10,"German Grand Prix","2005-07-24","14:00:00","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,103,"Europe"
83,2005,13,11,"Hungarian Grand Prix","2005-07-31","14:00:00","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
84,2005,14,5,"Turkish Grand Prix","2005-08-21","15:00:00","istanbul","Istanbul Park","Istanbul","Turkey",40.9517,29.405,130,"Asia"
85,2005,15,14,"Italian Grand Prix","2005-09-04","14:00:00","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
86,2005,16,13,"Belgian Grand Prix","2005-09-11","14:00:00","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,401,"Europe"
87,2005,17,18,"Brazilian Grand Prix","2005-09-25","14:00:00","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
88,2005,18,22,"Japanese Grand Prix","2005-10-09","14:00:00","suzuka","Suzuka Circuit","Suzuka","Japan",34.8431,136.541,45,"Asia"
89,2005,19,17,"Chinese Grand Prix","2005-10-16","14:00:00","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,5,"Asia"
90,2004,1,1,"Australian Grand Prix","2004-03-07","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
91,2004,2,2,"Malaysian Grand Prix","2004-03-21","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
92,2004,3,3,"Bahrain Grand Prix","2004-04-04","\N","bahrain","Bahrain International Circuit","Sakhir","Bahrain",26.0325,50.5106,7,"Asia"
93,2004,4,21,"San Marino Grand Prix","2004-04-25","\N","imola","Autodromo Enzo e Dino Ferrari","Imola","Italy",44.3439,11.7167,37,"Europe"
94,2004,5,4,"Spanish Grand Prix","2004-05-09","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
95,2004,6,6,"Monaco Grand Prix","2004-05-23","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
96,2004,7,20,"European Grand Prix","2004-05-30","\N","nurburgring","Nürburgring","Nürburg","Germany",50.3356,6.9475,578,"Europe"
97,2004,8,7,"Canadian Grand Prix","2004-06-13","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
98,2004,9,19,"United States Grand Prix","2004-06-20","\N","indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",39.795,-86.2347,223,"North America"
99,2004,10,8,"French Grand Prix","2004-07-04","\N","magny_cours","Circuit de Nevers Magny-Cours","Magny Cours","France",46.8642,3.16361,228,"Europe"
100,2004,11,9,"British Grand Prix","2004-07-11","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
101,2004,12,10,"German Grand Prix","2004-07-25","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,103,"Europe"
102,2004,13,11,"Hungarian Grand Prix","2004-08-15","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
103,2004,14,13,"Belgian Grand Prix","2004-08-29","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,401,"Europe"
104,2004,15,14,"Italian Grand Prix","2004-09-12","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
105,2004,16,17,"Chinese Grand Prix","2004-09-26","\N","shanghai","Shanghai International Circuit","Shanghai","China",31.3389,121.22,5,"Asia"
106,2004,17,22,"Japanese Grand Prix","2004-10-10","\N","suzuka","Suzuka Circuit","Suzuka","Japan",34.8431,136.541,45,"Asia"
107,2004,18,18,"Brazilian Grand Prix","2004-10-24","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
108,2003,1,1,"Australian Grand Prix","2003-03-09","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
109,2003,2,2,"Malaysian Grand Prix","2003-03-23","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
110,2003,3,18,"Brazilian Grand Prix","2003-04-06","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
111,2003,4,21,"San Marino Grand Prix","2003-04-20","\N","imola","Autodromo Enzo e Dino Ferrari","Imola","Italy",44.3439,11.7167,37,"Europe"
112,2003,5,4,"Spanish Grand Prix","2003-05-04","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
113,2003,6,70,"Austrian Grand Prix","2003-05-18","\N","red_bull_ring","Red Bull Ring","Spielberg","Austria",47.2197,14.7647,678,"Europe"
114,2003,7,6,"Monaco Grand Prix","2003-06-01","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
115,2003,8,7,"Canadian Grand Prix","2003-06-15","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
116,2003,9,20,"European Grand Prix","2003-06-29","\N","nurburgring","Nürburgring","Nürburg","Germany",50.3356,6.9475,578,"Europe"
117,2003,10,8,"French Grand Prix","2003-07-06","\N","magny_cours","Circuit de Nevers Magny-Cours","Magny Cours","France",46.8642,3.16361,228,"Europe"
118,2003,11,9,"British Grand Prix","2003-07-20","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
119,2003,12,10,"German Grand Prix","2003-08-03","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,103,"Europe"
120,2003,13,11,"Hungarian Grand Prix","2003-08-24","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
121,2003,14,14,"Italian Grand Prix","2003-09-14","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
122,2003,15,19,"United States Grand Prix","2003-09-28","\N","indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",39.795,-86.2347,223,"North America"
123,2003,16,22,"Japanese Grand Prix","2003-10-12","\N","suzuka","Suzuka Circuit","Suzuka","Japan",34.8431,136.541,45,"Asia"
124,2002,1,1,"Australian Grand Prix","2002-03-03","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
125,2002,2,2,"Malaysian Grand Prix","2002-03-17","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
126,2002,3,18,"Brazilian Grand Prix","2002-03-31","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
127,2002,4,21,"San Marino Grand Prix","2002-04-14","\N","imola","Autodromo Enzo e Dino Ferrari","Imola","Italy",44.3439,11.7167,37,"Europe"
128,2002,5,4,"Spanish Grand Prix","2002-04-28","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
129,2002,6,70,"Austrian Grand Prix","2002-05-12","\N","red_bull_ring","Red Bull Ring","Spielberg","Austria",47.2197,14.7647,678,"Europe"
130,2002,7,6,"Monaco Grand Prix","2002-05-26","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
131,2002,8,7,"Canadian Grand Prix","2002-06-09","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
132,2002,9,20,"European Grand Prix","2002-06-23","\N","nurburgring","Nürburgring","Nürburg","Germany",50.3356,6.9475,578,"Europe"
133,2002,10,9,"British Grand Prix","2002-07-07","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
134,2002,11,8,"French Grand Prix","2002-07-21","\N","magny_cours","Circuit de Nevers Magny-Cours","Magny Cours","France",46.8642,3.16361,228,"Europe"
135,2002,12,10,"German Grand Prix","2002-07-28","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,103,"Europe"
136,2002,13,11,"Hungarian Grand Prix","2002-08-18","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
137,2002,14,13,"Belgian Grand Prix","2002-09-01","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,401,"Europe"
138,2002,15,14,"Italian Grand Prix","2002-09-15","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
139,2002,16,19,"United States Grand Prix","2002-09-29","\N","indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",39.795,-86.2347,223,"North America"
140,2002,17,22,"Japanese Grand Prix","2002-10-13","\N","suzuka","Suzuka Circuit","Suzuka","Japan",34.8431,136.541,45,"Asia"
141,2001,1,1,"Australian Grand Prix","2001-03-04","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
142,2001,2,2,"Malaysian Grand Prix","2001-03-18","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
143,2001,3,18,"Brazilian Grand Prix","2001-04-01","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
144,2001,4,21,"San Marino Grand Prix","2001-04-15","\N","imola","Autodromo Enzo e Dino Ferrari","Imola","Italy",44.3439,11.7167,37,"Europe"
145,2001,5,4,"Spanish Grand Prix","2001-04-29","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
146,2001,6,70,"Austrian Grand Prix","2001-05-13","\N","red_bull_ring","Red Bull Ring","Spielberg","Austria",47.2197,14.7647,678,"Europe"
147,2001,7,6,"Monaco Grand Prix","2001-05-27","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
148,2001,8,7,"Canadian Grand Prix","2001-06-10","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
149,2001,9,20,"European Grand Prix","2001-06-24","\N","nurburgring","Nürburgring","Nürburg","Germany",50.3356,6.9475,578,"Europe"
150,2001,10,8,"French Grand Prix","2001-07-01","\N","magny_cours","Circuit de Nevers Magny-Cours","Magny Cours","France",46.8642,3.16361,228,"Europe"
151,2001,11,9,"British Grand Prix","2001-07-15","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
152,2001,12,10,"German Grand Prix","2001-07-29","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,103,"Europe"
153,2001,13,11,"Hungarian Grand Prix","2001-08-19","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
154,2001,14,13,"Belgian Grand Prix","2001-09-02","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,401,"Europe"
155,2001,15,14,"Italian Grand Prix","2001-09-16","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
156,2001,16,19,"United States Grand Prix","2001-09-30","\N","indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",39.795,-86.2347,223,"North America"
157,2001,17,22,"Japanese Grand Prix","2001-10-14","\N","suzuka","Suzuka Circuit","Suzuka","Japan",34.8431,136.541,45,"Asia"
158,2000,1,1,"Australian Grand Prix","2000-03-12","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
159,2000,2,18,"Brazilian Grand Prix","2000-03-26","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
160,2000,3,21,"San Marino Grand Prix","2000-04-09","\N","imola","Autodromo Enzo e Dino Ferrari","Imola","Italy",44.3439,11.7167,37,"Europe"
161,2000,4,9,"British Grand Prix","2000-04-23","\N","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
162,2000,5,4,"Spanish Grand Prix","2000-05-07","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
163,2000,6,20,"European Grand Prix","2000-05-21","\N","nurburgring","Nürburgring","Nürburg","Germany",50.3356,6.9475,578,"Europe"
164,2000,7,6,"Monaco Grand Prix","2000-06-04","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
165,2000,8,7,"Canadian Grand Prix","2000-06-18","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
166,2000,9,8,"French Grand Prix","2000-07-02","\N","magny_cours","Circuit de Nevers Magny-Cours","Magny Cours","France",46.8642,3.16361,228,"Europe"
167,2000,10,70,"Austrian Grand Prix","2000-07-16","\N","red_bull_ring","Red Bull Ring","Spielberg","Austria",47.2197,14.7647,678,"Europe"
168,2000,11,10,"German Grand Prix","2000-07-30","\N","hockenheimring","Hockenheimring","Hockenheim","Germany",49.3278,8.56583,103,"Europe"
169,2000,12,11,"Hungarian Grand Prix","2000-08-13","\N","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
170,2000,13,13,"Belgian Grand Prix","2000-08-27","\N","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,401,"Europe"
171,2000,14,14,"Italian Grand Prix","2000-09-10","\N","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
172,2000,15,19,"United States Grand Prix","2000-09-24","\N","indianapolis","Indianapolis Motor Speedway","Indianapolis","USA",39.795,-86.2347,223,"North America"
173,2000,16,22,"Japanese Grand Prix","2000-10-08","\N","suzuka","Suzuka Circuit","Suzuka","Japan",34.8431,136.541,45,"Asia"
174,2000,17,2,"Malaysian Grand Prix","2000-10-22","\N","sepang","Sepang International Circuit","Kuala Lumpur","Malaysia",2.76083,101.738,18,"Asia"
175,1999,1,1,"Australian Grand Prix","1999-03-07","\N","albert_park","Albert Park Grand Prix Circuit","Melbourne","Australia",-37.8497,144.968,10,"Oceania"
176,1999,2,18,"Brazilian Grand Prix","1999-04-11","\N","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
177,1999,3,21,"San Marino Grand Prix","1999-05-02","\N","imola","Autodromo Enzo e Dino Ferrari","Imola","Italy",44.3439,11.7167,37,"Europe"
178,1999,4,6,"Monaco Grand Prix","1999-05-16","\N","monaco","Circuit de Monaco","Monte-Carlo","Monaco",43.7347,7.42056,7,"Europe"
179,1999,5,4,"Spanish Grand Prix","1999-05-30","\N","catalunya","Circuit de Barcelona-Catalunya","Montmeló","Spain",41.57,2.26111,109,"Europe"
180,1999,6,7,"Canadian Grand Prix","1999-06-13","\N","villeneuve","Circuit Gilles Villeneuve","Montreal","Canada",45.5,-73.5228,13,"North America"
