"raceId","year","round","circuitId","GPname","date","startTime","circuitRef","circuitName","location","country","lat","lng","alt","continent"
1132,2024,12,9,"British Grand Prix","2024-07-07","14:00:00","silverstone","Silverstone Circuit","Silverstone","UK",52.0786,-1.01694,153,"Europe"
1133,2024,13,11,"Hungarian Grand Prix","2024-07-21","13:00:00","hungaroring","Hungaroring","Budapest","Hungary",47.5789,19.2486,264,"Europe"
1134,2024,14,13,"Belgian Grand Prix","2024-07-28","13:00:00","spa","Circuit de Spa-Francorchamps","Spa","Belgium",50.4372,5.97139,401,"Europe"
1135,2024,15,39,"Dutch Grand Prix","2024-08-25","13:00:00","zandvoort","Circuit Park Zandvoort","Zandvoort","Netherlands",52.3888,4.54092,6,"Europe"
1136,2024,16,14,"Italian Grand Prix","2024-09-01","13:00:00","monza","Autodromo Nazionale di Monza","Monza","Italy",45.6156,9.28111,162,"Europe"
1137,2024,17,73,"Azerbaijan Grand Prix","2024-09-15","11:00:00","baku","Baku City Circuit","Baku","Azerbaijan",40.3725,49.8533,-7,"Europe"
1138,2024,18,15,"Singapore Grand Prix","2024-09-22","12:00:00","marina_bay","Marina Bay Street Circuit","Marina Bay","Singapore",1.2914,103.864,18,"Asia"
1139,2024,19,69,"United States Grand Prix","2024-10-20","19:00:00","americas","Circuit of the Americas","Austin","USA",30.1328,-97.6411,161,"North America"
1140,2024,20,32,"Mexico City Grand Prix","2024-10-27","20:00:00","rodriguez","Autódromo Hermanos Rodríguez","Mexico City","Mexico",19.4042,-99.0907,2227,"North America"
1141,2024,21,18,"São Paulo Grand Prix","2024-11-03","17:00:00","interlagos","Autódromo José Carlos Pace","São Paulo","Brazil",-23.7036,-46.6997,785,"South America"
1142,2024,22,80,"Las Vegas Grand Prix","2024-11-23","06:00:00","vegas","Las Vegas Strip Street Circuit","Las Vegas","USA",36.1147,-115.173,642,"North America"
1143,2024,23,78,"Qatar Grand Prix","2024-12-01","17:00:00","losail","Losail International Circuit","Al Daayen","Qatar",25.49,51.4542,12,"Asia"
1144,2024,24,24,"Abu Dhabi Grand Prix","2024-12-08","13:00:00","yas_marina","Yas Marina Circuit","Abu Dhabi","UAE",24.4672,54.6031,3,"Asia"
